Theme,Topic,Country,Year,Indicator,Value
Theme 4: Tax Admin A,Organizational profile,Cameroon,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Chad,2017,Do your taxpayers pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Chad,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Chad,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Congo,2017,Do your taxpayers pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Congo,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Congo,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,/
Theme 4: Tax Admin A,Organizational profile,Eswatini,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Eswatini,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Eswatini,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Gabon,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Gabon,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Gabon,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Gambia,2017,Do your taxpayers pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Gambia,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Gambia,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Ghana,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Ghana,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Ghana,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Guinea-Bissau,2017,Do your taxpayers pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Guinea-Bissau,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Guinea-Bissau,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,/
Theme 4: Tax Admin A,Organizational profile,Kenya,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Kenya,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Kenya,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Lesotho,2017,Do your taxpayers pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Lesotho,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Lesotho,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,/
Theme 4: Tax Admin A,Organizational profile,Liberia,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Liberia,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Liberia,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Madagascar,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Madagascar,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Madagascar,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Malawi,2017,Do your taxpayers pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Malawi,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Malawi,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Mauritius,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Mauritius,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Mauritius,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Morocco,2017,Do your taxpayers pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Morocco,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Morocco,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,/
Theme 4: Tax Admin A,Organizational profile,Mozambique,2017,Do your taxpayers pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Mozambique,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Mozambique,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Namibia,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Namibia,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Namibia,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Niger,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Niger,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Niger,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Nigeria,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Nigeria,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Nigeria,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Rwanda,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Rwanda,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Rwanda,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Senegal,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Senegal,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Senegal,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Seychelles,2017,Do your taxpayers pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Seychelles,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Seychelles,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,/
Theme 4: Tax Admin A,Organizational profile,Sudan,2017,Do your taxpayers pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Sudan,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Sudan,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,/
Theme 4: Tax Admin A,Organizational profile,Tanzania,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Tanzania,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Tanzania,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Togo,2017,Do your taxpayers pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Togo,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Togo,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Uganda,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Uganda,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Uganda,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Zambia,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Zambia,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Zambia,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Zimbabwe,2017,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Zimbabwe,2017,Is it compulsory for all taxpayers to pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Zimbabwe,2017,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Angola,2018,Do your taxpayers pay their taxes electronically?,
Theme 4: Tax Admin A,Organizational profile,Angola,2018,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Angola,2018,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Benin,2018,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Benin,2018,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Benin,2018,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Botswana,2018,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Botswana,2018,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Botswana,2018,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Burundi,2018,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Burundi,2018,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Burundi,2018,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Cameroon,2018,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Cameroon,2018,Is it compulsory for all taxpayers to pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Cameroon,2018,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Chad,2018,Do your taxpayers pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Chad,2018,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Chad,2018,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Congo,2018,Do your taxpayers pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Congo,2018,Is it compulsory for all taxpayers to pay their taxes electronically?,/
Theme 4: Tax Admin A,Organizational profile,Congo,2018,Is it compulsory for all taxpayers pay their taxes through mobile payment?,/
Theme 4: Tax Admin A,Organizational profile,Eswatini,2018,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Eswatini,2018,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Eswatini,2018,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Gabon,2018,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Gabon,2018,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Gabon,2018,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
Theme 4: Tax Admin A,Organizational profile,Gambia,2018,Do your taxpayers pay their taxes electronically?,Yes
Theme 4: Tax Admin A,Organizational profile,Gambia,2018,Is it compulsory for all taxpayers to pay their taxes electronically?,No
Theme 4: Tax Admin A,Organizational profile,Gambia,2018,Is it compulsory for all taxpayers pay their taxes through mobile payment?,No
